jd_id,cv,prompt,run_id,source,model,temperature,score,score_100,verdict,human_holistic_label,latency_s,prompt_tokens,output_tokens,total_tokens,error
Digital_Learning_Applications_Schneider_Electric,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,0.6,2460,9,2469,
Digital_Learning_Applications_Schneider_Electric,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,2.55,2460,9,2469,
QIT Software_data_scientist,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,10.63,1704,9,1713,
QIT Software_data_scientist,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,1.05,1704,9,1713,
QIT Software_data_scientist,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,9.75,1704,9,1713,
Senior_AI Engineer_MoveUp,cv_engineer,P1,1,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,8.82,1561,9,1570,
Senior_AI Engineer_MoveUp,cv_engineer,P1,2,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,9.7,1561,9,1570,
Senior_AI Engineer_MoveUp,cv_engineer,P1,3,main,gemini-3.1-flash-lite-preview,1.0,1,,Skip,,5.27,1561,9,1570,
maki_people_senior_psychometrician,cv_primary,P2,1,main,gemini-3.1-flash-lite-preview,1.0,3,94.0,Apply,3.0,2.4,2556,19,2575,
maki_people_senior_psychometrician,cv_primary,P2,2,main,gemini-3.1-flash-lite-preview,1.0,3,94.0,Apply,3.0,13.87,2556,19,2575,
maki_people_senior_psychometrician,cv_primary,P2,3,main,gemini-3.1-flash-lite-preview,1.0,3,94.0,Apply,3.0,0.62,2556,19,2575,
Accenture_Talent_Transformation_Manager,cv_primary,P2,1,main,gemini-3.1-flash-lite-preview,1.0,2,72.0,Consider,2.0,2.3,3041,19,3060,
Accenture_Talent_Transformation_Manager,cv_primary,P2,2,main,gemini-3.1-flash-lite-preview,1.0,2,72.0,Consider,2.0,6.67,3041,19,3060,
Accenture_Talent_Transformation_Manager,cv_primary,P2,3,main,gemini-3.1-flash-lite-preview,1.0,2,72.0,Consider,2.0,2.73,3041,19,3060,
Arrive_People_Analytics_Lead,cv_primary,P2,1,main,gemini-3.1-flash-lite-preview,1.0,2,55.0,Consider,1.0,0.57,2840,19,2859,
Arrive_People_Analytics_Lead,cv_primary,P2,2,main,gemini-3.1-flash-lite-preview,1.0,2,55.0,Consider,1.0,2.7,2840,19,2859,
Arrive_People_Analytics_Lead,cv_primary,P2,3,main,gemini-3.1-flash-lite-preview,1.0,2,62.0,Consider,1.0,1.35,2840,19,2859,
Atlantica Sustainable Infrastructure_Talent_Culture Analyst,cv_primary,P2,1,main,gemini-3.1-flash-lite-preview,1.0,2,65.0,Consider,1.0,2.43,2173,19,2192,
Atlantica Sustainable Infrastructure_Talent_Culture Analyst,cv_primary,P2,2,main,gemini-3.1-flash-lite-preview,1.0,2,62.0,Consider,1.0,0.94,2173,19,2192,
Atlantica Sustainable Infrastructure_Talent_Culture Analyst,cv_primary,P2,3,main,gemini-3.1-flash-lite-preview,1.0,2,68.0,Consider,1.0,0.96,2173,19,2192,
Canonical_talent_scientst,cv_primary,P2,1,main,gemini-3.1-flash-lite-preview,1.0,3,88.0,Apply,2.0,2.46,2820,19,2839,
Canonical_talent_scientst,cv_primary,P2,2,main,gemini-3.1-flash-lite-preview,1.0,3,88.0,Apply,2.0,9.31,2820,19,2839,
Canonical_talent_scientst,cv_primary,P2,3,main,gemini-3.1-flash-lite-preview,1.0,3,88.0,Apply,2.0,1.94,2820,19,2839,
Dandelion_Civilization_Psychometric Modeling_Analyst,cv_primary,P2,1,main,gemini-3.1-flash-lite-preview,1.0,3,94.0,Apply,3.0,3.87,2148,19,2167,
Dandelion_Civilization_Psychometric Modeling_Analyst,cv_primary,P2,2,main,gemini-3.1-flash-lite-preview,1.0,3,94.0,Apply,3.0,8.85,2148,19,2167,
Dandelion_Civilization_Psychometric Modeling_Analyst,cv_primary,P2,3,main,gemini-3.1-flash-lite-preview,1.0,3,94.0,Apply,3.0,2.32,2148,19,2167,
DataAnnotation_Quantitative_Psychologist_AI_Trainer,cv_primary,P2,1,main,gemini-3.1-flash-lite-preview,1.0,3,92.0,Apply,2.0,7.42,2309,19,2328,
DataAnnotation_Quantitative_Psychologist_AI_Trainer,cv_primary,P2,2,main,gemini-3.1-flash-lite-preview,1.0,3,92.0,Apply,2.0,1.27,2309,19,2328,
DataAnnotation_Quantitative_Psychologist_AI_Trainer,cv_primary,P2,3,main,gemini-3.1-flash-lite-preview,1.0,3,92.0,Apply,2.0,2.7,2309,19,2328,
G-Research_Insight_Analyst,cv_primary,P2,1,main,gemini-3.1-flash-lite-preview,1.0,2,68.0,Consider,2.0,0.59,2194,19,2213,
G-Research_Insight_Analyst,cv_primary,P2,2,main,gemini-3.1-flash-lite-preview,1.0,2,68.0,Consider,2.0,1.34,2194,19,2213,
G-Research_Insight_Analyst,cv_primary,P2,3,main,gemini-3.1-flash-lite-preview,1.0,2,68.0,Consider,2.0,0.77,2194,19,2213,
Johnson_Controls_People Insights_Partner ,cv_primary,P2,1,main,gemini-3.1-flash-lite-preview,1.0,3,78.0,Apply,2.0,0.91,2215,19,2234,
Johnson_Controls_People Insights_Partner ,cv_primary,P2,2,main,gemini-3.1-flash-lite-preview,1.0,3,78.0,Apply,2.0,1.53,2215,19,2234,
Johnson_Controls_People Insights_Partner ,cv_primary,P2,3,main,gemini-3.1-flash-lite-preview,1.0,3,78.0,Apply,2.0,13.26,2215,19,2234,
LinkedIn_HR_Data_Engineer_People_Analytics ,cv_primary,P2,1,main,gemini-3.1-flash-lite-preview,1.0,2,68.0,Consider,1.0,4.34,2695,19,2714,
LinkedIn_HR_Data_Engineer_People_Analytics ,cv_primary,P2,2,main,gemini-3.1-flash-lite-preview,1.0,2,68.0,Consider,1.0,1.68,2695,19,2714,
LinkedIn_HR_Data_Engineer_People_Analytics ,cv_primary,P2,3,main,gemini-3.1-flash-lite-preview,1.0,2,68.0,Consider,1.0,2.04,2695,19,2714,
Proofpoint_People_Data_Analyst,cv_primary,P2,1,main,gemini-3.1-flash-lite-preview,1.0,2,68.0,Consider,2.0,2.65,2402,19,2421,
Proofpoint_People_Data_Analyst,cv_primary,P2,2,main,gemini-3.1-flash-lite-preview,1.0,2,68.0,Consider,2.0,8.95,2402,19,2421,
Proofpoint_People_Data_Analyst,cv_primary,P2,3,main,gemini-3.1-flash-lite-preview,1.0,2,68.0,Consider,2.0,7.09,2402,19,2421,
QIC_Digital_Hub_data_analyst,cv_primary,P2,1,main,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,1.0,9.14,2075,19,2094,
QIC_Digital_Hub_data_analyst,cv_primary,P2,2,main,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,1.0,11.97,2075,19,2094,
QIC_Digital_Hub_data_analyst,cv_primary,P2,3,main,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,1.0,1.6,2075,19,2094,
angels-space-art-director,cv_primary,P2,1,main,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,0.0,0.48,2452,19,2471,
angels-space-art-director,cv_primary,P2,2,main,gemini-3.1-flash-lite-preview,1.0,1,42.0,Skip,0.0,7.93,2452,19,2471,
angels-space-art-director,cv_primary,P2,3,main,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,0.0,0.61,2452,19,2471,
anglian-water-lead-systems-engineer,cv_primary,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,0.0,6.41,2215,19,2234,
anglian-water-lead-systems-engineer,cv_primary,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,0.0,10.45,2215,19,2234,
anglian-water-lead-systems-engineer,cv_primary,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,0.0,1.24,2215,19,2234,
bazaarvoice-provisioning-analyst,cv_primary,P2,1,main,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,0.0,11.98,2322,19,2341,
bazaarvoice-provisioning-analyst,cv_primary,P2,2,main,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,0.0,8.51,2322,19,2341,
bazaarvoice-provisioning-analyst,cv_primary,P2,3,main,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,0.0,7.78,2322,19,2341,
bpostgroup_People_Analytics_Data_Scientist ,cv_primary,P2,1,main,gemini-3.1-flash-lite-preview,1.0,3,82.0,Apply,3.0,3.12,2168,19,2187,
bpostgroup_People_Analytics_Data_Scientist ,cv_primary,P2,2,main,gemini-3.1-flash-lite-preview,1.0,3,82.0,Apply,3.0,0.63,2168,19,2187,
bpostgroup_People_Analytics_Data_Scientist ,cv_primary,P2,3,main,gemini-3.1-flash-lite-preview,1.0,3,82.0,Apply,3.0,7.93,2168,19,2187,
codility_assessment_scientist,cv_primary,P2,1,main,gemini-3.1-flash-lite-preview,1.0,3,92.0,Apply,3.0,9.05,3281,19,3300,
codility_assessment_scientist,cv_primary,P2,2,main,gemini-3.1-flash-lite-preview,1.0,3,92.0,Apply,3.0,10.08,3281,19,3300,
codility_assessment_scientist,cv_primary,P2,3,main,gemini-3.1-flash-lite-preview,1.0,3,92.0,Apply,3.0,9.16,3281,19,3300,
freeplay_data_scientist,cv_primary,P2,1,main,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,2.0,1.26,1716,19,1735,
freeplay_data_scientist,cv_primary,P2,2,main,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,2.0,7.59,1716,19,1735,
freeplay_data_scientist,cv_primary,P2,3,main,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,2.0,1.43,1716,19,1735,
lightning-ai-frontend-engineer,cv_primary,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,0.0,3.67,2017,18,2035,
lightning-ai-frontend-engineer,cv_primary,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,0.0,5.63,2017,19,2036,
lightning-ai-frontend-engineer,cv_primary,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,0.0,7.66,2017,19,2036,
meta_data_analyst,cv_primary,P2,1,main,gemini-3.1-flash-lite-preview,1.0,3,78.0,Apply,2.0,1.04,2576,19,2595,
meta_data_analyst,cv_primary,P2,2,main,gemini-3.1-flash-lite-preview,1.0,3,78.0,Apply,2.0,3.46,2576,19,2595,
meta_data_analyst,cv_primary,P2,3,main,gemini-3.1-flash-lite-preview,1.0,3,78.0,Apply,2.0,9.15,2576,19,2595,
skillvue_people_scientist,cv_primary,P2,1,main,gemini-3.1-flash-lite-preview,1.0,3,78.0,Apply,3.0,1.21,1950,19,1969,
skillvue_people_scientist,cv_primary,P2,2,main,gemini-3.1-flash-lite-preview,1.0,3,78.0,Apply,3.0,11.91,1950,19,1969,
skillvue_people_scientist,cv_primary,P2,3,main,gemini-3.1-flash-lite-preview,1.0,3,78.0,Apply,3.0,1.56,1950,19,1969,
sorare-marketing-graphic-designer,cv_primary,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,0.0,1.75,2348,18,2366,
sorare-marketing-graphic-designer,cv_primary,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,0.0,6.89,2348,18,2366,
sorare-marketing-graphic-designer,cv_primary,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,0.0,12.64,2348,18,2366,
the_world_bank_consultant_agent_evaluation,cv_primary,P2,1,main,gemini-3.1-flash-lite-preview,1.0,3,92.0,Apply,3.0,3.01,1947,19,1966,
the_world_bank_consultant_agent_evaluation,cv_primary,P2,2,main,gemini-3.1-flash-lite-preview,1.0,3,92.0,Apply,3.0,1.99,1947,19,1966,
the_world_bank_consultant_agent_evaluation,cv_primary,P2,3,main,gemini-3.1-flash-lite-preview,1.0,3,92.0,Apply,3.0,0.59,1947,19,1966,
unicef_people_culture_specialist,cv_primary,P2,1,main,gemini-3.1-flash-lite-preview,1.0,2,72.0,Consider,2.0,1.23,2140,19,2159,
unicef_people_culture_specialist,cv_primary,P2,2,main,gemini-3.1-flash-lite-preview,1.0,2,72.0,Consider,2.0,0.6,2140,19,2159,
unicef_people_culture_specialist,cv_primary,P2,3,main,gemini-3.1-flash-lite-preview,1.0,2,72.0,Consider,2.0,1.86,2140,19,2159,
 Product_Growth_Analyst_wiris,cv_primary,P2,1,main,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,1.0,0.64,2189,19,2208,
 Product_Growth_Analyst_wiris,cv_primary,P2,2,main,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,1.0,8.03,2189,19,2208,
 Product_Growth_Analyst_wiris,cv_primary,P2,3,main,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,1.0,8.36,2189,19,2208,
AI_Video_Editor_PARTNERS,cv_primary,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0,10.0,Skip,0.0,0.9,1826,19,1845,
AI_Video_Editor_PARTNERS,cv_primary,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0,10.0,Skip,0.0,9.38,1826,19,1845,
AI_Video_Editor_PARTNERS,cv_primary,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,0.0,0.88,1826,18,1844,
Applied_AI_Engineer_Impress,cv_primary,P2,1,main,gemini-3.1-flash-lite-preview,1.0,1,48.0,Skip,0.0,6.02,2147,19,2166,
Applied_AI_Engineer_Impress,cv_primary,P2,2,main,gemini-3.1-flash-lite-preview,1.0,1,48.0,Skip,0.0,9.94,2147,19,2166,
Applied_AI_Engineer_Impress,cv_primary,P2,3,main,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,0.0,0.55,2147,19,2166,
Customer_success_specialist_CareWise,cv_primary,P2,1,main,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,0.0,0.63,2067,19,2086,
Customer_success_specialist_CareWise,cv_primary,P2,2,main,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,0.0,0.61,2067,19,2086,
Customer_success_specialist_CareWise,cv_primary,P2,3,main,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,0.0,9.95,2067,19,2086,
Data_Architect_Hanna_Robulets_Company,cv_primary,P2,1,main,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,0.0,9.61,1849,19,1868,
Data_Architect_Hanna_Robulets_Company,cv_primary,P2,2,main,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,0.0,8.33,1849,19,1868,
Data_Architect_Hanna_Robulets_Company,cv_primary,P2,3,main,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,0.0,1.56,1849,19,1868,
Digital_Learning_Applications_Schneider_Electric,cv_primary,P2,1,main,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,1.0,10.05,2711,19,2730,
Digital_Learning_Applications_Schneider_Electric,cv_primary,P2,2,main,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,1.0,7.84,2711,19,2730,
Digital_Learning_Applications_Schneider_Electric,cv_primary,P2,3,main,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,1.0,5.26,2711,19,2730,
QIT Software_data_scientist,cv_primary,P2,1,main,gemini-3.1-flash-lite-preview,1.0,2,65.0,Consider,2.0,8.22,1955,19,1974,
QIT Software_data_scientist,cv_primary,P2,2,main,gemini-3.1-flash-lite-preview,1.0,2,68.0,Consider,2.0,0.88,1955,19,1974,
QIT Software_data_scientist,cv_primary,P2,3,main,gemini-3.1-flash-lite-preview,1.0,2,68.0,Consider,2.0,11.82,1955,19,1974,
Senior_AI Engineer_MoveUp,cv_primary,P2,1,main,gemini-3.1-flash-lite-preview,1.0,2,55.0,Consider,0.0,7.65,1812,19,1831,
Senior_AI Engineer_MoveUp,cv_primary,P2,2,main,gemini-3.1-flash-lite-preview,1.0,2,62.0,Consider,0.0,0.66,1812,19,1831,
Senior_AI Engineer_MoveUp,cv_primary,P2,3,main,gemini-3.1-flash-lite-preview,1.0,2,62.0,Consider,0.0,0.62,1812,19,1831,
meta_software_engineer_leadership_machine_learning_8bf9b1,cv_primary,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,0.73,1988,19,2007,
meta_software_engineer_leadership_machine_learning_8bf9b1,cv_primary,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,0.75,1988,19,2007,
meta_software_engineer_leadership_machine_learning_8bf9b1,cv_primary,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,0.59,1988,19,2007,
revecore_senior_director_ai_systems_be600f,cv_primary,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,0.67,2826,19,2845,
revecore_senior_director_ai_systems_be600f,cv_primary,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,0.81,2826,19,2845,
revecore_senior_director_ai_systems_be600f,cv_primary,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,17.86,2826,19,2845,
morgan_stanley_systems_analyst_director_ac9c07,cv_primary,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,4.5,3099,19,3118,
morgan_stanley_systems_analyst_director_ac9c07,cv_primary,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,0.7,3099,19,3118,
morgan_stanley_systems_analyst_director_ac9c07,cv_primary,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,7.09,3099,19,3118,
the_hartford_director_of_enterprise_architecture_genai_fa5710,cv_primary,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,22.0,Skip,,11.43,2678,19,2697,
the_hartford_director_of_enterprise_architecture_genai_fa5710,cv_primary,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,22.0,Skip,,0.53,2678,19,2697,
the_hartford_director_of_enterprise_architecture_genai_fa5710,cv_primary,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1,28.0,Skip,,7.75,2678,19,2697,
mantech_senior_model_based_system_engineer_ab246d,cv_primary,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,0.86,2541,19,2560,
mantech_senior_model_based_system_engineer_ab246d,cv_primary,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,11.11,2541,19,2560,
mantech_senior_model_based_system_engineer_ab246d,cv_primary,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,0.76,2541,19,2560,
nvidia_senior_software_engineer_jax_269b9a,cv_primary,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,20.0,Skip,,9.73,2119,19,2138,
nvidia_senior_software_engineer_jax_269b9a,cv_primary,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,0.61,2119,19,2138,
nvidia_senior_software_engineer_jax_269b9a,cv_primary,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,5.41,2119,19,2138,
tines_senior_software_engineer_full_stack_735b5d,cv_primary,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,0.71,3179,19,3198,
tines_senior_software_engineer_full_stack_735b5d,cv_primary,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,0.61,3179,19,3198,
tines_senior_software_engineer_full_stack_735b5d,cv_primary,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,0.61,3179,19,3198,
TheHiveCareers_Technical Architect,cv_primary,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,20.0,Skip,,8.78,1809,19,1828,
TheHiveCareers_Technical Architect,cv_primary,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,20.0,Skip,,18.08,1809,19,1828,
TheHiveCareers_Technical Architect,cv_primary,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,20.0,Skip,,9.31,1809,19,1828,
utopia_Technical Architect,cv_primary,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,0.0,Skip,,5.96,2468,18,2486,
utopia_Technical Architect,cv_primary,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,0.0,Skip,,13.93,2468,18,2486,
utopia_Technical Architect,cv_primary,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,0.0,Skip,,8.1,2468,18,2486,
orient path_ Research Lead – Cognitive Modeling & Human-AI Systems,cv_primary,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,2,62.0,Consider,,0.61,2333,19,2352,
orient path_ Research Lead – Cognitive Modeling & Human-AI Systems,cv_primary,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,2,62.0,Consider,,0.49,2333,19,2352,
orient path_ Research Lead – Cognitive Modeling & Human-AI Systems,cv_primary,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,2,62.0,Consider,,6.08,2333,19,2352,
hubspot_principal_software_engineer_customer_journey_c3fa8a,cv_primary,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,0.58,2818,19,2837,
hubspot_principal_software_engineer_customer_journey_c3fa8a,cv_primary,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1,38.0,Skip,,8.31,2818,19,2837,
hubspot_principal_software_engineer_customer_journey_c3fa8a,cv_primary,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1,38.0,Skip,,11.04,2818,19,2837,
Klaviyo_Senior_Solution_Architect,cv_primary,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,7.71,2712,19,2731,
Klaviyo_Senior_Solution_Architect,cv_primary,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,7.59,2712,19,2731,
Klaviyo_Senior_Solution_Architect,cv_primary,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,5.3,2712,19,2731,
fivetran_senior_solution_architect_enterprise_1ce484,cv_primary,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,12.78,3576,19,3595,
fivetran_senior_solution_architect_enterprise_1ce484,cv_primary,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,14.73,3576,19,3595,
fivetran_senior_solution_architect_enterprise_1ce484,cv_primary,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,0.56,3576,19,3595,
postman_strategic_solutions_engineer_8b835a,cv_primary,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,14.3,2791,19,2810,
postman_strategic_solutions_engineer_8b835a,cv_primary,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,20.0,Skip,,11.65,2791,19,2810,
postman_strategic_solutions_engineer_8b835a,cv_primary,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,0.57,2791,19,2810,
wizeline_senior_net_software_engineer_5423a8,cv_primary,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,,0.61,2258,18,2276,
wizeline_senior_net_software_engineer_5423a8,cv_primary,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,,0.79,2258,18,2276,
wizeline_senior_net_software_engineer_5423a8,cv_primary,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,,8.76,2258,18,2276,
zs_business_technology_solutions_associate_consultant_5a0be3,cv_primary,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,2,68.0,Consider,,7.72,2490,19,2509,
zs_business_technology_solutions_associate_consultant_5a0be3,cv_primary,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,2,68.0,Consider,,0.55,2490,19,2509,
zs_business_technology_solutions_associate_consultant_5a0be3,cv_primary,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,2,68.0,Consider,,5.63,2490,19,2509,
infor_consultant_senior_warehouse_management_systems_5a3616,cv_primary,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,8.8,2444,19,2463,
infor_consultant_senior_warehouse_management_systems_5a3616,cv_primary,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,,10.38,2444,18,2462,
infor_consultant_senior_warehouse_management_systems_5a3616,cv_primary,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,2.15,2444,19,2463,
epam_systems_solution_architect_3d03a4,cv_primary,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,20.0,Skip,,8.82,2342,19,2361,
epam_systems_solution_architect_3d03a4,cv_primary,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,8.73,2342,19,2361,
epam_systems_solution_architect_3d03a4,cv_primary,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,0.65,2342,19,2361,
air_aps_Software Architect,cv_primary,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,0.54,2559,19,2578,
air_aps_Software Architect,cv_primary,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,8.15,2559,19,2578,
air_aps_Software Architect,cv_primary,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,0.58,2559,19,2578,
HP Software_Business Solution Architect,cv_primary,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,22.0,Skip,,9.24,2650,19,2669,
HP Software_Business Solution Architect,cv_primary,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,22.0,Skip,,4.2,2650,19,2669,
HP Software_Business Solution Architect,cv_primary,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,22.0,Skip,,0.6,2650,19,2669,
chime_software_engineer_mypay_73eb57,cv_primary,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,4.35,2981,19,3000,
chime_software_engineer_mypay_73eb57,cv_primary,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,0.58,2981,19,3000,
chime_software_engineer_mypay_73eb57,cv_primary,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,0.84,2981,19,3000,
the_hartford_senior_data_architect_ac30d9,cv_primary,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,0.67,2190,19,2209,
the_hartford_senior_data_architect_ac30d9,cv_primary,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,0.65,2190,19,2209,
the_hartford_senior_data_architect_ac30d9,cv_primary,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,0.52,2190,19,2209,
SKM Group_ai_solution_architech,cv_primary,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,13.6,1985,19,2004,
SKM Group_ai_solution_architech,cv_primary,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,0.66,1985,19,2004,
SKM Group_ai_solution_architech,cv_primary,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,5.37,1985,19,2004,
ecolab_business_development_representative_digital_soft_c1ea4b,cv_primary,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,25.0,Skip,,0.58,2605,19,2624,
